SEARCH,SEARCH_TYPE,WOS_ID,TITLE,DOI,EXTRACTED_BY,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,,,
Search_1,Ecological complexity,WOS_000379935200032,Ecological Complexity and Feedback Control in a Prey-Predator System with Holling Type III Functional Response,10.1002/cplx.21661,Emma_scrape,J,"Chakraborty, K",,,,"Chakraborty, Kunal",,,COMPLEXITY,,,English,Article,,,,,,bioeconomic model; functional response; differential algebraic system; time delay; Hopf bifurcation,DISCRETE-TIME DELAY; DYNAMICAL BEHAVIOR; STAGE STRUCTURE; ECONOMIC-MODEL; FISHERY MODEL; BARENTS SEA; BIFURCATION; COEXISTENCE; COMPETITION; STABILITY,"This article deals with a bioeconomic model of prey-predator system with Holling type III functional response. The dynamical behavior of the system is extensively discussed. Continuous type gestational delay of predators is incorporated in the system to study delay induced instability. It is observed that the system undergoes singularity induced bifurcation at interior equilibrium point when net economic revenue of the system increases through zero. State feedback controller is designed to stabilize the system at positive economic profit. Time delay is considered as a bifurcation parameter to prove the occurrence of Hopf bifurcation phenomenon in the neighborhood of the coexisting equilibrium point. Finally, some numerical simulations are carried out to verify the analytical results and the system is analyzed through graphical illustrations. (C) 2015 Wiley Periodicals, Inc.","[Chakraborty, Kunal] Indian Natl Ctr Ocean Informat Serv, Informat Serv & Ocean Sci Grp, Hyderabad 500090, Andhra Pradesh, India","Chakraborty, K (corresponding author), Indian Natl Ctr Ocean Informat Serv, Informat Serv & Ocean Sci Grp, Hyderabad 500090, Andhra Pradesh, India.",kunal.c@incois.gov.in,,"Chakraborty, Kunal/0000-0001-6940-9355",,,,44,4,5,2,31,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1076-2787,1099-0526,,COMPLEXITY,Complexity,MAY-JUN,2016,21,5,,,,,346,360,,,,15,"Mathematics, Interdisciplinary Applications; Multidisciplinary Sciences",Mathematics; Science & Technology - Other Topics,DR5HX,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000282968700001,"The ecological complexity of the Thai-Laos Mekong River: I. Geology, seasonal variation and human impact assessment on river quality",10.1080/10934529.2010.513207,Emma_scrape,J,"Udomchoke, V; Sunthornranun, P; Songsasen, A; Phanwichien, K; Jiwapornkupt, P; Homchan, U; Lauhachinda, N; Sakultantimetha, A; Bangkedphol, S; Torrance, K; Gibson, MD; Gaines, AF; Booth, PH; Keenan, HE",,,,"Udomchoke, Veerasak; Sunthornranun, Patcharee; Songsasen, Apisit; Phanwichien, Kantimanee; Jiwapornkupt, Pongsakorn; Homchan, Unop; Lauhachinda, Nitaya; Sakultantimetha, Arthit; Bangkedphol, Sornnarin; Torrance, Keith; Gibson, Mark D.; Gaines, Alec F.; Booth, Peter H.; Keenan, Helen E.",,,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,,,English,Article,,,,,,Mekong River; sub-tropical monsoonal climate; volume flow; water quality; sediment,,"The objective of this study is to assess the variation of pollution in the Thai-Laos Mekong associated with seasonal dynamics concomitant with the natural geological features and human activities that impact on the adverse quality of the river. The complex ecology of the 1500 km stretch of the Thai-Laos Mekong River has been studied in this paper to understand the relationship with the geomorphology, with the sub-tropical monsoonal climate and the impact of human activity. Sub-surface geology controls the nature and extent of the drainage basin and of the river channel. The volume flow of the river varies naturally and dynamically in phase with the rainfall; traditional models based on steady state hydraulics are inappropriate. Continuous erosion of the river banks and bed generates a sediment load of impure silt, mica, quartz and clay minerals that inhibits light penetration and limits the primary productivity of the river. The river separates two countries at different stages of development; it flows through or close to eight non-industrial conurbations (Populations 350,000-2,000,000) but is otherwise sparsely populated. The river is used for subsistence agriculture, village transport, fishing including aquaculture and as a source of domestic water. Hydroelectricity is generated from the Laos tributaries. The river is a depository for partially treated urban waste and untreated village waste, hence populations of E.coli bacteria sometimes render the water unsuitable for drinking unless treated with the highest value of 240/100ml found at station 7 during the summer season of 2003. Furthermore the river is polluted by trace metals, notably cadmium and mercury, and by Polycyclic Aromatic Hydrocarbons (PAHs), which are particularly concentrated in the sediments. Previous work has shown that cadmium and mercury exceed the Probable Effect Level (PEL) values of Canadian Environmental Quality Guidelines and that the PAH concentrations were also greater than the Interim Sediment Quality Guidelines (ISQG). Consequently the fish stock, a vital source of protein for the local human population maybe seriously affected. As conflict between the demands of human activities will be exacerbated by the continuing development of the basin; monitoring must be continued and a better model of the river's ecology is needed to predict the impact of development.","[Sakultantimetha, Arthit; Bangkedphol, Sornnarin; Torrance, Keith; Gibson, Mark D.; Gaines, Alec F.; Booth, Peter H.; Keenan, Helen E.] Univ Strathclyde, Dept Civil Engn, DLCS, Glasgow, Lanark, Scotland; [Udomchoke, Veerasak; Sunthornranun, Patcharee; Songsasen, Apisit; Phanwichien, Kantimanee; Jiwapornkupt, Pongsakorn; Homchan, Unop; Lauhachinda, Nitaya] Kasetsart Univ, Fac Sci, Bangkok, Thailand","Keenan, HE (corresponding author), Univ Strathclyde, Dept Civil Engn, DLCS, Graham Hills Bldg, Glasgow, Lanark, Scotland.",h.e.keenan@strath.ac.uk,"Torrance, Keith/AAU-8723-2020","Torrance, Keith/0000-0002-2396-6575",National Research Council of ThailandNational Research Council of Thailand (NRCT); Kasetsart University; University of Strathclyde; British CouncilThe British Council in India,"We are grateful to the Mekong River Commission for courteously permitting us to use their data. This work was financed by the National Research Council of Thailand, by Kasetsart University, and by the University of Strathclyde. Collaboration was generously funded by the British Council.",,26,7,7,0,43,TAYLOR & FRANCIS INC,PHILADELPHIA,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA",1093-4529,1532-4117,,J ENVIRON SCI HEAL A,J. Environ. Sci. Health Part A-Toxic/Hazard. Subst. Environ. Eng.,,2010,45,13,,,,,1661,1673,PII 927134046,,,13,"Engineering, Environmental; Environmental Sciences",Engineering; Environmental Sciences & Ecology,664NO,20859820,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000175905000002,"The fractal nature of nature: power laws, ecological complexity and biodiversity",10.1098/rstb.2001.0993,Emma_scrape,J,"Brown, JH; Gupta, VK; Li, BL; Milne, BT; Restrepo, C; West, GB",,,,"Brown, JH; Gupta, VK; Li, BL; Milne, BT; Restrepo, C; West, GB",,,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,English,Article,,,,,,biodiversity; ecology; fractal; power law; scaling; self-similarity,SPECIES RICHNESS; SELF-SIMILARITY; RIVER NETWORKS; CHANNEL NETWORKS; GENERAL-MODEL; SCALING LAWS; ABUNDANCE; PATTERNS; DYNAMICS; GEOMETRY,"Underlying the diversity of life and the complexity of ecology is order that reflects the operation of fundamental physical and biological processes. Power laws describe empirical scaling relationships that are emergent quantitative features of biodiversity. These features are patterns of structure or dynamics that are self-similar or fractal-like over many orders of magnitude. Power laws allow extrapolation and prediction over a wide range of scales. Some appear to be universal, occurring in virtually all taxa of organisms and types of environments. They offer clues to underlying mechanisms that powerfully constrain biodiversity. We describe recent progress and future prospects for understanding the mechanisms that generate these power laws, and for explaining the diversity of species and complexity of ecosystems in terms of fundamental principles of physical and biological science.","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA; Santa Fe Inst, Santa Fe, NM 87501 USA; Univ Colorado, Cooperat Inst Res Environm Sci, Boulder, CO 80309 USA; Los Alamos Natl Lab, Los Alamos, NM 87545 USA","Brown, JH (corresponding author), Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.",jhbrown@unm.edu,,,,,,79,247,259,3,105,ROYAL SOC,LONDON,"6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND",0962-8436,1471-2970,,PHILOS T R SOC B,Philos. Trans. R. Soc. B-Biol. Sci.,maio 29,2002,357,1421,,,,,619,626,,,,8,Biology,Life Sciences & Biomedicine - Other Topics,557JG,12079523,Green Published,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000509555100001,Sociology and Human Ecology Complexity and Post-Humanist Perspectives Introduction,,,B,"Smith, JA; Jenks, C","Smith, JA; Jenks, C",,,"Smith, John A.; Jenks, Chris","Smith, JA; Jenks, C",,SOCIOLOGY AND HUMAN ECOLOGY: COMPLEXITY AND POST-HUMANIST PERSPECTIVES,Complexity in Social Science,,English,Editorial Material; Book Chapter,,,,,,,,,"[Smith, John A.] Univ Greenwich, Dept Educ & Community Studies, London, England; [Jenks, Chris] Brunel Univ London, London, England; [Jenks, Chris] Goldsmiths Coll Univ London, Sociol, London, England","Smith, JA (corresponding author), Univ Greenwich, Dept Educ & Community Studies, London, England.",,,,,,,0,0,0,0,0,ROUTLEDGE,ABINGDON,"2 PARK SQ, MILTON PARK, ABINGDON OX14 4RN, OXFORD, ENGLAND",,,978-1-315-38702-4; 978-1-138-23009-5,COMP SOCIAL SCIENCE,,,2018,,,,,,,1,+,,,,12,Sociology,Sociology,BO2YO,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000222953700014,Impact of population age structure on Wolbachia transgene driver efficacy: ecologically complex factors and release of genetically modified mosquitoes,10.1016/j.ibmb.2004.03.023,Emma_scrape,J,"Rasgon, JL; Scott, TW",,,,"Rasgon, JL; Scott, TW",,,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,,,English,Article,,,,,,Wolbachia; vector-borne disease; mathematical model; population dynamics; transgenic mosquito; drive mechanism; Anopheles gambiae; Aedes aegypti; Culex pipiens,INDUCED CYTOPLASMIC INCOMPATIBILITY; CULEX-PIPIENS-FATIGANS; AEDES-AEGYPTI DIPTERA; NATURAL-POPULATIONS; VECTORIAL CAPACITY; ANOPHELES-GAMBIAE; CULICIDAE; DYNAMICS; CALIFORNIA; TRANSMISSION,"Wolbachia symbionts hold theoretical promise as a way to drive transgenes into insect vector populations for disease prevention. For simplicity, current models of Wolbachia dynamics and spread ignore ecologically complex factors such as the age structure of vector populations and overlapping vector generations. We developed a model including these factors to assess their impact on the process of Wolbachia spread into populations of three mosquito species (Anopheles gambiae, Aedes aegypti and Culex pipiens). Depending on the mosquito species, Wolbachia parameters, released mosquito life stage and initial age structure of the target population, the number of Wolbachia-infected mosquitoes that we predict would need to be released ranged from less than the threshold calculated by the simple model to a 10-30-fold increase. Transgenic releases into age-structured populations, which is an expectation for wild mosquitoes, will be difficult and depending on the circumstances may not be economically or logistically feasible due to the large number of infected mosquitoes that must be released. Our results support the perspective that understanding ecological factors is critical for designing transgenic vector-borne disease control strategies. (C) 2004 Elsevier Ltd. All rights reserved.","N Carolina State Univ, Dept Entomol, Raleigh, NC 27695 USA; Univ Calif Davis, Dept Entomol, Davis, CA 95616 USA","Scott, TW (corresponding author), N Carolina State Univ, Dept Entomol, Raleigh, NC 27695 USA.",twscott@ucdavis.edu,,"Rasgon, Jason/0000-0002-4050-8429",NIGMS NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS) [GM-20092] Funding Source: Medline,,,26,46,49,1,13,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0965-1748,1879-0240,,INSECT BIOCHEM MOLEC,Insect Biochem. Mol. Biol.,JUL,2004,34,7,,,,,707,713,,,,7,Biochemistry & Molecular Biology; Entomology,Biochemistry & Molecular Biology; Entomology,841TE,15242712,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000617656200001,Multitrophic diversity sustains ecological complexity by dampening top-down control of a shallow marine benthic food web,10.1002/ecy.3274,Emma_scrape,J,"O'Gorman, EJ",,,,"O'Gorman, Eoin J.",,,ECOLOGY,,,English,Article,,,,,,connectance; food chain length; indirect interactions; marine; multiple predator effects; net effects; subtidal,,"Biodiversity is typically considered as a one-dimensional metric (e.g., species richness), yet the consequences of species loss may be different depending on where extinctions occur in the food web. Here, I used a manipulative field experiment in a temperate subtidal marine system to explore the implications of diversity loss at multiple trophic levels for ecosystem functioning and food web structure. The four manipulated predators included the small painted goby and common prawn, which are also fed on by the larger black goby and shore crab. Antagonistic interactions between the manipulated predators (e.g., intraguild predation, intimidation, interference competition) limited their negative effects on the rest of the food web. Top-down control was so suppressed at the highest level of multitrophic diversity that the resulting food webs were as complex and productive as those containing no manipulated predators. Negative interactions between the predators weakened as multitrophic diversity decreased, however, resulting in stronger consumption of lower trophic levels and a simpler food web with lower rates of two key ecosystem processes: primary production and decomposition. These results show how indirect interactions between predators on multiple trophic levels help to promote the complexity and functioning of natural systems.","[O'Gorman, Eoin J.] Univ Essex, Sch Life Sci, Wivenhoe Pk, Colchester CO4 3SQ, Essex, England","O'Gorman, EJ (corresponding author), Univ Essex, Sch Life Sci, Wivenhoe Pk, Colchester CO4 3SQ, Essex, England.",e.ogorman@essex.ac.uk,"O'Gorman, Eoin/I-6744-2012","O'Gorman, Eoin/0000-0003-4507-5690","Irish Research CouncilIrish Research Council for Science, Engineering and Technology; British Ecological Society [SEPG/3535/4338]; NERCUK Research & Innovation (UKRI)Natural Environment Research Council (NERC) [NE/L011840/1]","Many thanks to Jesus Fernandez, Maike Pohlmann, Claire Passarelli, Marion Twomey, and Ute Jacob for field assistance and O ' rla McLaughlin for sample processing. Sincere thanks to Mark Emmerson for encouraging me to pursue this experiment toward the end of my PhD. The work was funded by the Irish Research Council, British Ecological Society (SEPG/3535/4338), and NERC (NE/L011840/1).",,71,1,1,8,12,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0012-9658,1939-9170,,ECOLOGY,Ecology,MAR,2021,102,3,,,,,,,e03274,,fev. 2021,13,Ecology,Environmental Sciences & Ecology,QR2XD,33368225,"Green Accepted, hybrid",,,9/23/21,,,
Search_1,Ecological complexity,WOS_000566489300004,Ecological complexity effects on thermal signature of different Madeira island ecosystems,10.1016/j.ecocom.2020.100837,Emma_scrape,J,"Avelar, D; Garrett, P; Ulm, F; Hobson, P; Penha-Lopes, G",,,,"Avelar, David; Garrett, Pedro; Ulm, Florian; Hobson, Peter; Penha-Lopes, Gil",,,ECOLOGICAL COMPLEXITY,,,English,Article,,,,,,Ecosystem health indicator; Eco-exergy; Thermodynamic; Disturbance; Remote sensing; Temperature,NET PRIMARY PRODUCTION; HUMAN APPROPRIATION; VEGETATION; EXERGY; LIFE; BIODIVERSITY; COVER,"From a systemic perspective, evolution and natural succession promote the creation of efficient biological structures and processes that capture and dissipate the solar energy, maximizing the entropy production. This ecological complexification results in better ecosystem thermodynamic performance indicated by lower temperature. In a brief period of evolutionary time human-induced disturbance has altered profoundly the structure and functioning of the Earth System, i.e. ecological simplification. The objective is to understand whether remote sensing data can be considered appropriate proxy indicators to test if more mature and complex ecosystems have higher entropy production rates which lead to lower and attenuated ecosystem temperatures. Simple remote sensing measurements of Madeira Island for Thermal Infrared Radiation and Normalized Difference Vegetation Index were used to analyse the surface temperature and biomass cover of Madeira ecosystems spectrum of different states of human-induced disturbance. The findings revealed it was possible to distinguish between ecosystem types using thermodynamic indicators, where older ecosystems with more complex structures exhibit more attenuated lower average temperatures. It was also found that habitat heterogeneity can represent either artificial (human) or natural disturbance with opposite consequences in the ecosystem thermal signature, i.e. lower temperature when natural disturbance and higher if anthropogenic disturbance. Simple thermal remote sensing data can be used as systemic indicator of ecosystem health by reflecting it levels of eco-exergy, i.e the available work energy in the ecosystem.","[Avelar, David; Ulm, Florian; Penha-Lopes, Gil] Univ Lisbon, Fac Sci, cE3c Ctr Ecol Evolut & Environm Changes, Lisbon, Portugal; [Avelar, David; Garrett, Pedro] 2adapt Climate Adaptat Serv, Lisbon, Portugal; [Avelar, David; Hobson, Peter] Writtle Univ Coll, Ctr Econ & Ecosyst Management, Chelmsford, Essex, England","Avelar, D (corresponding author), Univ Lisbon, Fac Sci, cE3c Ctr Ecol Evolut & Environm Changes, Lisbon, Portugal.; Avelar, D (corresponding author), 2adapt Climate Adaptat Serv, Lisbon, Portugal.; Avelar, D (corresponding author), Writtle Univ Coll, Ctr Econ & Ecosyst Management, Chelmsford, Essex, England.",dnavelar@fc.ul.pt,"Penha-Lopes, Gil/N-1475-2015","Penha-Lopes, Gil/0000-0002-1024-1954; Ulm, Florian/0000-0002-1137-0651","Fundacao para a Ciencia e a Tecnologia (FCT)Portuguese Foundation for Science and TechnologyEuropean Commission [PD/BD/52595/2014, PD/BD/106061/2015]; FCTPortuguese Foundation for Science and TechnologyEuropean Commission [IF/00940/2015]","We would like to thank Fundacao para a Ciencia e a Tecnologia (FCT) for supporting the PhD grant PD/BD/52595/2014 of DA, PhD grant PD/BD/106061/2015 of FU, as well as FCT Investigator contract (IF/00940/2015) of GPL. We also would like to thanks the start-up 2AdaPt (http://2adapt.pt) for logistic support and Centre for Econics and Ecosystem Management (http://www.centreforeconics.org).",,65,1,1,0,3,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",1476-945X,1476-9840,,ECOL COMPLEX,Ecol. Complex.,AUG,2020,43,,,,,,,,100837,,,10,Ecology,Environmental Sciences & Ecology,NK1HB,,Green Submitted,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000281895100002,"The ecological complexity of the Thai-Laos Mekong River: III. Health status of Mekong catfish and cyprinids, evidence of bioaccumulative effects",10.1080/10934529.2010.513219,Emma_scrape,J,"Phanwichien, K; Pradermwong, A; Keenan, HE; Masawang, K; Lauhachinda, N; Songsasen, A; Sakultantimetha, A; Bangkedphol, S; Gaines, AF",,,,"Phanwichien, Kantimanee; Pradermwong, Apichart; Keenan, Helen E.; Masawang, Kamonporn; Lauhachinda, Nitaya; Songsasen, Apisit; Sakultantimetha, Arthit; Bangkedphol, Sornnarin; Gaines, Alec F.",,,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,,,English,Article,,,,,,Histopathology; Mekong River; catfish; cyrinids; PAHs; metals; bioaccumulation,ANGUILLA-ANGUILLA L.; ERYTHROCYTIC NUCLEAR ABNORMALITIES; APPROVED RECOMMENDATION 1985; 2-OXOGLUTARATE AMINOTRANSFERASE; CATALYTIC CONCENTRATION; BETA-NAPHTHOFLAVONE; IFCC METHODS; LIVER; HISTOPATHOLOGY; NAPHTHALENE,"Histopathology of fish organs was used as biomarkers of toxicity from environmental pollutants. A total of 117 fishes comprising of 52 cyprinids and 65 catfishes were randomly collected from the Mekong River from 5 stations: Chiang Rai, Loei, Nongkhai, Nakhon Phanom and Ubonratchathani. The health of the fish collected in December and April, winter and summer respectively, was evaluated. All fish from the 5 stations developed pathologic lesions with the same characteristics in their livers, kidneys and spleen. In the liver, there was vacuolation of hepatocytes, accumulation of brownish-green granules in the cytoplasm of hepatocytes, necrosis of hepatocytes, granuloma formation and angiogenesis. Kidney lesions consisted of glomerular degeneration, necrosis and focal hyperplasia of renal tubules. In the spleen, there were haemorrhage, melanomacrophage centre infiltration and necrosis of the red pulp and white pulp. The pathologic severity of the catfish was found to be more severe than in the cyprinids and the catfish collected in summer were less healthy than the catfish collected in the winter. These histopathological appearances might arise from the fish feeding on the benthos and thereby accumulating toxic pollutants in their organs. The activities of the serum enzymes, Glutamic Oxalacetic Transaminase (GOT) and Glutamic Pyruvic Transaminase (GPT), were markedly increased, indicating detoxification activity. The highest activity of GOT found in the cyprinids from Chiang Rai 365.30 U/L whereas in the catfish from Nakhon Phanom the activity was 300.73 U/L. The highest GPT activity found in the cyprinids from Nakhon Phanom was 203.23 U/L where as in the catfish from the same station was GPT 389.77 U/L. According to the results from this study, catfish collected from Chiang Rai, Nakhon Phanom and Ubonratchathani showed more severe pathological changes than catfish from the other stations. Fish organs and river water were analysed for Polyaromatic Hydrocarbons (PAHs) and metals. The fish organs showed bioaccumulation of these toxic pollutants. BioConcentration Factors (BCFs) were calculated. Therefore an attempt is made to correlate these findings to the Mekong study in general.","[Keenan, Helen E.; Sakultantimetha, Arthit; Bangkedphol, Sornnarin; Gaines, Alec F.] Univ Strathclyde, Dept Civil Engn, David Livingstone Ctr Sustainabil, Glasgow, Lanark, Scotland; [Phanwichien, Kantimanee; Masawang, Kamonporn; Lauhachinda, Nitaya; Songsasen, Apisit] Kasetsart Univ, Fac Sci, Bangkok, Thailand; [Pradermwong, Apichart] Mahidol Univ, Fac Sci, Bangkok 10400, Thailand","Keenan, HE (corresponding author), Univ Strathclyde, Dept Civil Engn, David Livingstone Ctr Sustainabil, Graham Hills Bldg, Glasgow, Lanark, Scotland.",h.e.keenan@strath.ac.uk,,,,,,22,4,4,0,10,TAYLOR & FRANCIS INC,PHILADELPHIA,"325 CHESTNUT ST, SUITE 800, PHILADELPHIA, PA 19106 USA",1093-4529,,,J ENVIRON SCI HEAL A,J. Environ. Sci. Health Part A-Toxic/Hazard. Subst. Environ. Eng.,,2010,45,13,,,,,1681,1688,PII 927069295,,,8,"Engineering, Environmental; Environmental Sciences",Engineering; Environmental Sciences & Ecology,650ZT,20853201,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000292277300032,Adaptation Strategies for the City of Cape Town: Finding the Balance Within Social-Ecological Complexity,10.1007/978-94-007-0785-6_32,Emma_scrape,C,"Colenbrander, D; Oelofse, G; Cartwright, A; Gold, H; Tsotsobe, S",,"OttoZimmermann, K",,"Colenbrander, Darryl; Oelofse, Gregg; Cartwright, Anton; Gold, Howard; Tsotsobe, Sakhile",,,RESILIENT CITIES: CITIES AND ADAPTATION TO CLIMATE CHANGE - PROCEEDINGS OF THE GLOBAL FORUM 2010,Local Sustainability,,English,Proceedings Paper,1st Annual Global Forum on Cities and Adaptation to Climate Change. Resilient Cities 2010,"MAY 28-30, 2010","ICLEI, Bonn, GERMANY","EU European Regional Dev Fund, State N Rhine Westphalia, Fdn Int Dialogue Savings Bank Bonn, Solar World, Rockefeller Fdn, UNISDR, USAID, World Bank Inst",ICLEI,Adaptation; Balance; Cape Town; Social-ecological systems,,"This paper describes the coastal adaptation strategies being undertaken by the City of Cape Town. The purpose of this paper is to critically examine how the city applies natural science findings within the context of influential socioeconomic complexities, pressures and imperatives. These challenges are discussed as well as the methodology employed by the city to align prescriptions based on scientific investigation with the governance of one of South Africa's largest coastal cities.' This paper describes the challenges that the city's management has faced in developing a practical and workable solution; i.e., one that achieves a balance between socio-economic needs whilst promoting an ecosystems based management approach. Key to this discussion is spatial planning and the concept of space. This paper touches on this concept by highlighting the challenges of applying absolute boundaries (as a representation of absolute space) to demarcate static zones within the context of complex and dynamic social-ecological systems. This process is examined through the City of Cape Town's proposed Coastal Protection Zone.","[Colenbrander, Darryl; Oelofse, Gregg; Gold, Howard] City Cape Town, Environm Resource Management, 44 Wale Street, ZA-8018 Cape Town, South Africa; [Cartwright, Anton] Mainstream Ctr, Stockholm Environm Inst, ZA-7806 Cape Town, South Africa; [Tsotsobe, Sakhile] City Cape Town, Recreat & Amenities, ZA-8001 Cape Town, South Africa","Oelofse, G (corresponding author), City Cape Town, Environm Resource Management, 44 Wale Street, ZA-8018 Cape Town, South Africa.",darryl.colenbrander@capetown.gov.za; gregg.oelofse@capetown.gov.za; anton@econologic.co.za; howard.gold@capetown.gov.za; sakhile.tsotsobe@capetown.gov.za,"Cartwright, Alexander/C-4380-2008","Cartwright, Alexander/0000-0002-0921-8036",,,,10,0,0,1,3,SPRINGER,NEW YORK,"233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES",,,978-94-007-0784-9,LOCAL SUSTAIN,,,2011,1,,,,,,311,+,,,,2,Environmental Sciences; Environmental Studies; Urban Studies,Environmental Sciences & Ecology; Urban Studies,BVQ12,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000583328300001,Ecological complexity and contingency: Ants and lizards affect biological control of the coffee leaf miner in Puerto Rico,10.1016/j.agee.2020.107104,Emma_scrape,J,"Perfecto, I; Hajian-Forooshani, Z; White, A; Vandermeer, J",,,,"Perfecto, Ivette; Hajian-Forooshani, Zachary; White, Alexa; Vandermeer, John",,,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,English,Article,,,,,,Leucoptem coffeella; Wasmannia auropunctata; Solenopsis invicta; Trait-mediated indirect interactions; Higher order interactions; Anoles; Formicidae,BORER HYPOTHENEMUS-HAMPEI; BERRY BORER; PREDATORS; IMPACT; LEPIDOPTERA; HYMENOPTERA; FORMICIDAE; FOREST; LIFE,"Complexity and contingency frame much of current thinking in population and community ecology. The coffee pest, Leucoptera coffeella, is particularly problematical in Puerto Rico, but is usually held under control in Mexico. A variety of arboreal ants are effective predators in Mexico, but are limited in an indirect fashion by the common aggressive arboreal ant, Azteca sericeasur. In Puerto Rico this species does not occur, suggesting that the small arboreal ants might be more effective predators there than in Mexico. However, the contingency of large population densities of Anoline lizards is well-known as a major biological control force for the leaf miner. Ants, especially the non-native Wasmannia auropunctata, have a negative effect on the lizards. Surveying ants and coffee leaf miners in 25 coffee farms in Puerto Rico, we investigate the effect of ants, in particular W. auropunctata, on the coffee leaf miner, and find that this ant species has a positive relationship with the miner. In a more detailed spatial study of two farms, surveys of anoline lizards show no significant negative relationship between the lizards and W. auropunctata on a per plant basis. However, we found a significantly lower abundance of lizards on patches dominated by this ant, suggesting that W auropunctata indirectly protects the coffee leaf miner against this potential lizard predator. Thus, the structural complexity of a trait-mediated indirect effect occurs both in Mexico and Puerto Rico and potentially limits the effectiveness of biological control elements, but the contingencies are distinct in the two sites.","[Perfecto, Ivette; Vandermeer, John] Univ Michigan, Sch Environm & Sustainabil, 440 Church St,Dana Bldg, Ann Arbor, MI 48109 USA; [Hajian-Forooshani, Zachary; White, Alexa; Vandermeer, John] Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA","Perfecto, I (corresponding author), Univ Michigan, Sch Environm & Sustainabil, 440 Church St,Dana Bldg, Ann Arbor, MI 48109 USA.",perfecto@umich.edu,,,"United State Department of Agriculture National Institute of Food and Agriculture [2017-67019-26292, 2018-67030-28239]",This work was supported by United State Department of Agriculture National Institute of Food and Agriculture grants numbers 2017-67019-26292 and 2018-67030-28239.,,32,1,1,2,23,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0167-8809,1873-2305,,AGR ECOSYST ENVIRON,Agric. Ecosyst. Environ.,jan. 1,2021,305,,,,,,,,107104,,,8,"Agriculture, Multidisciplinary; Ecology; Environmental Sciences",Agriculture; Environmental Sciences & Ecology,OI5OT,,,,,9/23/21,,,
